"GTA";"Data";"Finalidade";"Machos";"Femeas";"Codigo_Propriedade_Origem";"Propriedade_Origem";"Lat_or";"Long_or";"IBGE_origem";"Municipio_origem";"Codigo_Propriedade_Destino";"Propriedade_Destino";"Lat_de";"Long_de";"IBGE_destino";"Municipio_destino";"Especie"
21501;"15/6/2015";"ABATE";14;3;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26287;"30/4/2015";"ABATE";14;4;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26703;"15/8/2015";"ABATE";3;14;588678;"Propriedade Darby";-20.7157499255994;-55.641478223116;5001102;"Aquidauana";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26068;"7/12/2015";"ABATE";1;17;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10100;"24/4/2015";"ABATE";9;8;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21218;"4/5/2015";"ABATE";4;14;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19431;"16/8/2015";"ABATE";9;8;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18978;"30/5/2015";"ABATE";7;10;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
24085;"16/10/2015";"ABATE";4;13;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10407;"23/2/2015";"ABATE";13;5;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
23970;"4/5/2015";"ABATE";15;3;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11348;"30/3/2015";"ABATE";6;12;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26546;"30/1/2015";"ABATE";11;6;588678;"Propriedade Darby";-20.7157499255994;-55.641478223116;5001102;"Aquidauana";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
12523;"6/9/2015";"ABATE";16;2;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19180;"31/1/2015";"ABATE";12;5;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20100;"26/10/2015";"ABATE";2;15;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
23006;"28/8/2015";"ABATE";7;10;588678;"Propriedade Darby";-20.7157499255994;-55.641478223116;5001102;"Aquidauana";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18983;"16/2/2015";"ABATE";13;4;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18222;"14/8/2015";"ABATE";13;4;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29498;"27/8/2015";"ABATE";5;12;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11452;"24/8/2015";"ABATE";16;2;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
12631;"13/8/2015";"ABATE";13;5;516870;"Propriedade Allie";-19.550736590252;-53.8761255683611;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
14394;"12/11/2015";"ABATE";18;0;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15442;"1/3/2015";"ABATE";1;17;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21272;"28/11/2015";"ABATE";17;1;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21162;"8/5/2015";"ABATE";9;9;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
28969;"4/12/2015";"ABATE";8;9;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19776;"16/7/2015";"ABATE";14;3;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11368;"9/8/2015";"ABATE";16;2;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11687;"1/8/2015";"ABATE";15;3;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
12803;"5/2/2015";"ABATE";14;4;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15760;"16/4/2015";"ABATE";9;7;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
13430;"29/1/2015";"ABATE";2;15;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
22102;"26/3/2015";"ABATE";6;12;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18443;"20/4/2015";"ABATE";5;13;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18548;"23/2/2015";"ABATE";16;1;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19732;"13/7/2015";"ABATE";16;2;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
27223;"18/1/2015";"ABATE";11;8;516870;"Propriedade Allie";-19.550736590252;-53.8761255683611;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29791;"28/2/2015";"ABATE";3;15;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15548;"26/3/2015";"ABATE";8;10;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21450;"14/2/2015";"ABATE";10;7;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15026;"4/5/2015";"ABATE";4;13;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15895;"28/3/2015";"ABATE";1;16;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
24726;"9/8/2015";"ABATE";11;6;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26880;"26/10/2015";"ABATE";8;9;545065;"Propriedade Dave";-21.3169351813692;-55.1084561431659;5007901;"Sidrolândia";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29706;"2/1/2015";"ABATE";8;10;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10255;"27/4/2015";"ABATE";13;4;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
13858;"6/8/2015";"ABATE";16;1;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10369;"6/3/2015";"ABATE";9;9;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19748;"30/8/2015";"ABATE";1;17;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
22095;"28/6/2015";"ABATE";6;12;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
24475;"13/8/2015";"ABATE";3;14;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26561;"14/12/2015";"ABATE";7;11;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
13985;"16/5/2015";"ABATE";17;1;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29521;"18/5/2015";"ABATE";11;6;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
28918;"12/2/2015";"ABATE";1;0;516870;"Propriedade Allie";-19.550736590252;-53.8761255683611;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
27659;"18/5/2015";"ABATE";15;3;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
28655;"23/2/2015";"ABATE";12;5;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
22956;"12/12/2015";"ABATE";2;16;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
12253;"12/1/2015";"ABATE";16;2;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
17240;"26/12/2015";"ABATE";1;19;516870;"Propriedade Allie";-19.550736590252;-53.8761255683611;5002605;"Camapuã";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26495;"12/3/2015";"ABATE";15;3;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
25302;"27/8/2015";"ABATE";5;12;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10358;"24/8/2015";"ABATE";5;13;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
27128;"5/3/2015";"ABATE";16;2;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15759;"4/7/2015";"ABATE";5;12;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
24966;"19/7/2015";"ABATE";10;8;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
14665;"7/8/2015";"ABATE";1;17;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15945;"26/2/2015";"ABATE";5;12;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11212;"9/4/2015";"ABATE";1;16;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
14401;"26/10/2015";"ABATE";2;15;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15056;"23/4/2015";"ABATE";15;3;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
27931;"30/4/2015";"ABATE";13;4;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11590;"8/8/2015";"ABATE";16;1;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15717;"9/1/2015";"ABATE";9;9;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26790;"27/4/2015";"ABATE";3;17;586643;"Propriedade Dustin";-19.3324858953383;-53.5950955258396;5000203;"Água Clara";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
12115;"26/10/2015";"ABATE";14;4;508969;"Propriedade Queen";-20.7950949276878;-54.4277996844385;5002704;"Campo Grande";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11026;"12/6/2015";"ABATE";1;9;510018;"Propriedade Carisa";-19.8105220868242;-54.7790630241652;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21281;"15/6/2015";"ABATE";9;11;510018;"Propriedade Carisa";-19.8105220868242;-54.7790630241652;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10600;"16/4/2015";"ABATE";2;17;510018;"Propriedade Carisa";-19.8105220868242;-54.7790630241652;5003108;"Corguinho";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
12725;"25/4/2015";"ABATE";10;7;576938;"Propriedade Lien";-22.1788242121321;-56.0095254310565;5005004;"Jardim";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29855;"25/1/2015";"ABATE";11;6;576938;"Propriedade Lien";-22.1788242121321;-56.0095254310565;5005004;"Jardim";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19170;"3/1/2015";"ABATE";4;13;576938;"Propriedade Lien";-22.1788242121321;-56.0095254310565;5005004;"Jardim";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21435;"23/6/2015";"ABATE";7;10;576938;"Propriedade Lien";-22.1788242121321;-56.0095254310565;5005004;"Jardim";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
28421;"4/1/2015";"ABATE";13;4;576938;"Propriedade Lien";-22.1788242121321;-56.0095254310565;5005004;"Jardim";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
29745;"22/10/2015";"ABATE";2;15;576938;"Propriedade Lien";-22.1788242121321;-56.0095254310565;5005004;"Jardim";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
11729;"21/11/2015";"ABATE";9;8;576938;"Propriedade Lien";-22.1788242121321;-56.0095254310565;5005004;"Jardim";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21053;"15/5/2015";"ABATE";10;7;576938;"Propriedade Lien";-22.1788242121321;-56.0095254310565;5005004;"Jardim";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
22761;"10/9/2015";"ABATE";15;3;597464;"Propriedade Casey";-20.0287670239918;-53.7745219881809;5001508;"Bandeirantes";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26193;"14/9/2015";"ABATE";8;9;576938;"Propriedade Lien";-22.1788242121321;-56.0095254310565;5005004;"Jardim";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
28853;"29/8/2015";"ABATE";11;7;525339;"Propriedade Eveline";-20.4715510331881;-55.3556864898313;5007901;"Sidrolândia";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
27912;"6/8/2015";"ABATE";9;9;597464;"Propriedade Casey";-20.0287670239918;-53.7745219881809;5001508;"Bandeirantes";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
23204;"12/6/2015";"ABATE";1;17;597464;"Propriedade Casey";-20.0287670239918;-53.7745219881809;5001508;"Bandeirantes";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
23577;"24/10/2015";"ABATE";6;12;597464;"Propriedade Casey";-20.0287670239918;-53.7745219881809;5001508;"Bandeirantes";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20708;"17/8/2015";"ABATE";18;0;525339;"Propriedade Eveline";-20.4715510331881;-55.3556864898313;5007901;"Sidrolândia";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
17475;"17/8/2015";"ABATE";17;1;525339;"Propriedade Eveline";-20.4715510331881;-55.3556864898313;5007901;"Sidrolândia";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
17075;"27/4/2015";"ABATE";7;3;525339;"Propriedade Eveline";-20.4715510331881;-55.3556864898313;5007901;"Sidrolândia";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
23896;"28/2/2015";"ABATE";17;0;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
21607;"12/2/2015";"ABATE";11;6;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10899;"7/12/2015";"ABATE";14;3;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
24959;"19/9/2015";"ABATE";15;2;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20829;"23/2/2015";"ABATE";16;1;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
10237;"15/3/2015";"ABATE";1;16;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
23806;"12/3/2015";"ABATE";15;2;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19795;"22/1/2015";"ABATE";17;0;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
12833;"11/6/2015";"ABATE";12;5;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
14095;"23/4/2015";"ABATE";15;2;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
15710;"2/5/2015";"ABATE";17;0;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
28823;"25/1/2015";"ABATE";10;7;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
22193;"21/6/2015";"ABATE";13;4;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
26086;"19/10/2015";"ABATE";6;11;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
25925;"25/4/2015";"ABATE";8;9;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
24598;"30/10/2015";"ABATE";10;7;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
18976;"23/8/2015";"ABATE";6;11;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
14148;"12/6/2015";"ABATE";15;2;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
16542;"16/11/2015";"ABATE";16;1;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
17275;"14/11/2015";"ABATE";6;11;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
19530;"21/12/2015";"ABATE";15;2;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
20061;"2/2/2015";"ABATE";16;1;540155;"Propriedade Hui";-21.0450377054538;-53.7051553021051;5007109;"Ribas do Rio Pardo";540230;"Frigorifico Monica";-20.2691288255483;-54.8118848858163;5003108;"Corguinho";"Bovinos"
